@relation RhymeFeatures-weka.filters.unsupervised.attribute.Remove-R26

@attribute class {BDP,Rakim,Nas,2Pac,RunDMC,50Cent,LilWayne,KoolGRap,BigDaddyKane,PublicEnemy,BIG,IceCube,LLCoolJ,Scarface,Fabolous,JayZ,BeastieBoys,Eminem,SlickRick,Redman,Andre3k,Nelly,DMX,BoneThugs,MCHammer}
@attribute Syllables_per_Line numeric
@attribute Syllables_per_Word numeric
@attribute Syllable_Variation numeric
@attribute Novel_Word_Proportion numeric
@attribute Rhymes_per_Line numeric
@attribute Rhymes_per_Syllable numeric
@attribute Rhyme_Density numeric
@attribute End_Pairs_per_Line numeric
@attribute End_Pairs_Grown numeric
@attribute End_Pairs_Shrunk numeric
@attribute End_Pairs_Even numeric
@attribute Average_End_Score numeric
@attribute Average_End_Syl_Score numeric
@attribute Singles_per_Rhyme numeric
@attribute Doubles_per_Rhyme numeric
@attribute Triples_per_Rhyme numeric
@attribute Quads_per_Rhyme numeric
@attribute Longs_per_Rhyme numeric
@attribute Perfect_Rhymes numeric
@attribute Line_Internals_per_Line numeric
@attribute Links_per_Line numeric
@attribute Bridges_per_Line numeric
@attribute Compounds_per_Line numeric
@attribute Chaining_per_Line numeric

@data
2Pac,11.557692,1.231557,2.429098,0.935122,1.288462,0.111481,0.166389,0.461538,0.25,0.5,0.25,5.466549,3.858741,0.61194,0.298507,0.074627,0.014925,0,0.19403,0.480769,0.076923,0.269231,0.057692,0.115385
2Pac,12.276923,1.282958,2.847443,0.910327,1.430769,0.116541,0.176692,0.369231,0.375,0.375,0.25,5.455763,3.445745,0.591398,0.322581,0.064516,0.021505,0,0.086022,0.523077,0.169231,0.369231,0.076923,0.076923
2Pac,13.12766,1.280083,2.810444,0.915343,1.787234,0.136143,0.205835,0.489362,0.130435,0.347826,0.521739,4.910235,3.529232,0.535714,0.428571,0.02381,0.011905,0,0.107143,0.638298,0.234043,0.425532,0.106383,0.106383
2Pac,12.58,1.286299,2.1456,0.922531,1.46,0.116057,0.163752,0.5,0.4,0.24,0.36,5.506814,3.720821,0.684932,0.246575,0.054795,0,0.013699,0.109589,0.38,0.14,0.44,0.12,0.1
2Pac,13.416667,1.295775,2.430992,0.912813,1.583333,0.118012,0.178571,0.458333,0.227273,0.318182,0.454545,5.495684,3.45443,0.552632,0.381579,0.065789,0,0,0.092105,0.541667,0.208333,0.375,0.0625,0.083333
2Pac,13.541667,1.315789,2.009958,0.915299,2.104167,0.155385,0.24,0.270833,0.076923,0.307692,0.615385,3.999422,3.999422,0.564356,0.376238,0.029703,0.009901,0.019802,0.128713,0.770833,0.395833,0.666667,0.229167,0.0625
RunDMC,9.961538,1.182648,1.709268,0.898016,2.423077,0.243243,0.368726,0.480769,0.24,0.28,0.48,5.544165,3.960118,0.650794,0.222222,0.103175,0.015873,0.007937,0.142857,1.288462,0.326923,0.326923,0.173077,0.288462
RunDMC,10.543478,1.221662,1.528092,0.876942,2.434783,0.230928,0.360825,0.586957,0.259259,0.185185,0.555556,6.627289,4.588123,0.616071,0.303571,0.035714,0.026786,0.017857,0.294643,1.217391,0.173913,0.456522,0.065217,0.434783
RunDMC,9.340426,1.143229,2.034559,0.860595,2.106383,0.225513,0.3918,0.425532,0.2,0.25,0.55,5.055822,4.213185,0.676768,0.131313,0.050505,0.060606,0.080808,0.181818,0.893617,0.276596,0.510638,0.06383,0.042553
RunDMC,10.12963,1.3675,1.633518,0.916723,2.148148,0.212066,0.33638,0.537037,0.206897,0.206897,0.586207,7.048924,4.443887,0.612069,0.232759,0.112069,0.043103,0,0.25,1.018519,0.203704,0.388889,0.092593,0.092593
RunDMC,10.671429,1.206785,2.054413,0.884344,3.085714,0.289157,0.508701,0.371429,0.307692,0.192308,0.5,6.748748,4.080638,0.583333,0.180556,0.162037,0.050926,0.023148,0.12037,1.842857,0.3,0.571429,0.228571,0.428571
RunDMC,9.73913,1.188329,2.288295,0.909548,3.021739,0.310268,0.542411,0.282609,0.307692,0.153846,0.538462,5.69717,3.898064,0.568345,0.251799,0.071942,0.079137,0.028777,0.172662,1.934783,0.369565,0.434783,0.195652,0.73913
RunDMC,8.054545,1.135897,1.633938,0.863167,2.054545,0.255079,0.451467,0.636364,0.085714,0.114286,0.8,6.686627,4.035034,0.548673,0.309735,0.053097,0.035398,0.053097,0.221239,0.836364,0.127273,0.454545,0.018182,0.545455
RunDMC,10.68,1.244755,2.564683,0.908311,2.4,0.224719,0.333333,0.46,0.217391,0.217391,0.565217,4.961448,3.934941,0.633333,0.283333,0.066667,0.008333,0.008333,0.191667,1.26,0.26,0.42,0.12,0.6
RunDMC,11.410256,1.194631,2.272669,0.889821,2.141026,0.18764,0.3,0.487179,0.157895,0.131579,0.710526,5.422229,4.682834,0.658683,0.215569,0.047904,0.047904,0.02994,0.173653,0.884615,0.153846,0.615385,0.089744,0.166667
RunDMC,11.104167,1.214123,2.012871,0.912812,1.645833,0.148218,0.204503,0.625,0.4,0.3,0.3,5.369471,4.737768,0.683544,0.265823,0.037975,0.012658,0,0.227848,0.645833,0.166667,0.208333,0.083333,0.229167
RunDMC,9.125,1.15142,1.568239,0.915575,1.275,0.139726,0.169863,0.475,0.315789,0.157895,0.526316,5.751722,4.751422,0.803922,0.176471,0.019608,0,0,0.254902,0.4,0.15,0.25,0.05,0.025
RunDMC,9.681818,1.17033,1.377955,0.881557,1.409091,0.14554,0.29108,0.522727,0.086957,0.130435,0.782609,5.648779,4.640068,0.596774,0.225806,0.048387,0,0.129032,0.354839,0.454545,0.227273,0.204545,0,0.590909
RunDMC,10.214286,1.201681,1.596659,0.908599,1.452381,0.142191,0.16317,0.571429,0.375,0.166667,0.458333,5.110107,4.229054,0.868852,0.114754,0.016393,0,0,0.295082,0.333333,0.166667,0.380952,0.047619,0.071429
RunDMC,10.821429,1.219316,1.852673,0.923029,1.446429,0.133663,0.165017,0.607143,0.235294,0.176471,0.588235,5.16315,4.744516,0.814815,0.135802,0.049383,0,0,0.271605,0.464286,0.053571,0.321429,0.125,0.160714
RunDMC,9.55814,1.234234,1.632552,0.904505,1.186047,0.124088,0.143552,0.511628,0.454545,0.136364,0.409091,5.422308,5.186556,0.901961,0.058824,0.019608,0.019608,0,0.372549,0.209302,0.139535,0.325581,0,0.093023
RunDMC,11.025641,1.268437,1.423019,0.916592,1.153846,0.104651,0.14186,0.641026,0.28,0.16,0.56,6.317667,4.387269,0.733333,0.2,0.044444,0.022222,0,0.355556,0.230769,0.051282,0.230769,0.025641,0.128205
RunDMC,11.525,1.209974,1.431564,0.901896,1.175,0.101952,0.132321,0.475,0.263158,0.052632,0.684211,4.757336,4.757336,0.787234,0.191489,0,0,0.021277,0.446809,0.425,0.1,0.175,0.025,0
RunDMC,10.413043,1.244156,2.006252,0.923675,2.173913,0.208768,0.306889,0.478261,0.181818,0.181818,0.636364,5.411974,4.105636,0.66,0.28,0.03,0.02,0.01,0.19,0.978261,0.217391,0.5,0.23913,0.304348
RunDMC,12.022727,1.191441,2.330515,0.883017,2.113636,0.175803,0.258979,0.545455,0.208333,0.041667,0.75,5.513514,4.562908,0.612903,0.322581,0.043011,0.021505,0,0.301075,0.863636,0.204545,0.5,0.136364,0.090909
RunDMC,10.166667,1.229219,1.57233,0.937517,1.416667,0.139344,0.163934,0.5,0.166667,0.125,0.708333,5.158713,4.761889,0.852941,0.117647,0.029412,0,0,0.308824,0.6875,0.125,0.104167,0.083333,0.125
RunDMC,10.906977,1.215026,1.814848,0.861638,1.55814,0.142857,0.211087,0.534884,0.26087,0.304348,0.434783,6.460284,4.793114,0.656716,0.283582,0.014925,0.029851,0.014925,0.402985,0.674419,0.093023,0.255814,0.023256,0.139535
RunDMC,9.58,1.179803,1.929663,0.909105,1.72,0.179541,0.246347,0.52,0.346154,0.192308,0.461538,4.469072,3.748254,0.72093,0.209302,0.046512,0.023256,0,0.139535,0.68,0.16,0.36,0.04,0.14
RunDMC,10.891304,1.227941,1.535497,0.914067,2.26087,0.207585,0.287425,0.5,0.391304,0.26087,0.347826,5.38202,4.951458,0.711538,0.230769,0.028846,0.019231,0.009615,0.201923,1.043478,0.152174,0.565217,0.195652,0.369565
RunDMC,10.956522,1.247525,2.125994,0.91538,1.73913,0.15873,0.246032,0.5,0.347826,0.173913,0.478261,5.98666,4.589773,0.5875,0.325,0.0625,0.0125,0.0125,0.25,0.695652,0.173913,0.369565,0.086957,0.195652
RunDMC,11.978261,1.17234,2.00531,0.904792,2.173913,0.181488,0.268603,0.521739,0.166667,0.083333,0.75,6.163672,4.771875,0.62,0.31,0.04,0.03,0,0.24,0.978261,0.173913,0.5,0.108696,0.282609
RunDMC,11.148148,1.216162,1.809516,0.894617,1.759259,0.157807,0.217608,0.555556,0.266667,0.3,0.433333,5.494352,4.578627,0.726316,0.2,0.042105,0.031579,0,0.273684,0.685185,0.148148,0.37037,0.092593,0.111111
50Cent,11.727273,1.186207,2.665978,0.913868,1.590909,0.135659,0.197674,0.5,0.090909,0.136364,0.772727,3.93069,3.459007,0.671429,0.242857,0.057143,0.014286,0.014286,0.071429,0.409091,0.227273,0.454545,0.045455,0.090909
50Cent,12.181818,1.185841,2.854603,0.894798,1.5,0.123134,0.190299,0.25,0.272727,0.090909,0.636364,7.014955,4.286917,0.621212,0.272727,0.045455,0.060606,0,0.136364,0.590909,0.113636,0.545455,0.181818,0.022727
50Cent,13.333333,1.235521,4.134879,0.922931,1.833333,0.1375,0.189063,0.479167,0,0.173913,0.826087,4.207444,3.584119,0.681818,0.284091,0.022727,0,0.011364,0.147727,0.708333,0.166667,0.479167,0.208333,0.104167
50Cent,11.230769,1.189409,2.162756,0.904674,1.442308,0.128425,0.195205,0.423077,0.090909,0.227273,0.681818,5.239611,4.433517,0.666667,0.2,0.08,0.053333,0,0.146667,0.461538,0.173077,0.384615,0.038462,0.096154
50Cent,11.6,1.185874,2.583866,0.897062,1.490909,0.128527,0.180251,0.545455,0.266667,0.2,0.533333,5.312407,3.794577,0.707317,0.207317,0.060976,0.02439,0,0.121951,0.418182,0.127273,0.4,0.054545,0.054545
50Cent,8.47619,1.202703,2.961966,0.878995,1.261905,0.148876,0.224719,0.47619,0.5,0.2,0.3,4.828487,3.218991,0.584906,0.320755,0.09434,0,0,0.150943,0.47619,0.095238,0.214286,0.071429,0.261905
50Cent,11.510204,1.162887,1.970418,0.90953,1.530612,0.132979,0.173759,0.612245,0.233333,0.2,0.566667,4.39911,3.881567,0.773333,0.173333,0.026667,0.026667,0,0.146667,0.306122,0.163265,0.44898,0.040816,0.020408
50Cent,13.12963,1.197635,1.610685,0.85943,1.740741,0.132581,0.180536,0.518519,0.107143,0.178571,0.714286,5.161941,3.906334,0.680851,0.276596,0.042553,0,0,0.170213,0.537037,0.166667,0.518519,0.074074,0.092593
50Cent,11.408163,1.242222,2.21238,0.92415,1.693878,0.148479,0.234347,0.44898,0.318182,0.136364,0.545455,5.623617,4.266192,0.590361,0.277108,0.096386,0.036145,0,0.120482,0.489796,0.142857,0.612245,0.040816,0.102041
50Cent,10.096154,1.182432,1.883732,0.884063,1.596154,0.158095,0.249524,0.423077,0.272727,0.136364,0.590909,5.068283,3.716741,0.578313,0.337349,0.048193,0.012048,0.024096,0.216867,0.442308,0.346154,0.384615,0.057692,0.038462
50Cent,10.772727,1.142169,1.649568,0.814622,1.340909,0.124473,0.208861,0.409091,0,0.111111,0.888889,7.433822,4.955882,0.610169,0.288136,0,0.067797,0.033898,0.305085,0.409091,0.181818,0.340909,0.045455,0.113636
50Cent,11.77193,1.235727,2.000154,0.936929,1.649123,0.140089,0.210134,0.508772,0.310345,0.206897,0.482759,4.620095,3.267872,0.638298,0.265957,0.053191,0.042553,0,0.106383,0.578947,0.245614,0.315789,0.070175,0.157895
50Cent,10.456522,1.220812,3.275114,0.941904,1.586957,0.151767,0.201663,0.608696,0.25,0.25,0.5,5.086305,3.849095,0.726027,0.232877,0.027397,0.013699,0,0.150685,0.369565,0.152174,0.456522,0.021739,0
50Cent,12.423077,1.191882,2.256155,0.904782,1.596154,0.128483,0.167183,0.480769,0.2,0.28,0.52,5.383146,4.341247,0.759036,0.204819,0.024096,0,0.012048,0.204819,0.538462,0.134615,0.442308,0.076923,0.173077
50Cent,11.315789,1.141593,2.053306,0.841769,1.438596,0.127132,0.176744,0.508772,0.206897,0.241379,0.551724,6.144897,4.242905,0.719512,0.170732,0.109756,0,0,0.256098,0.333333,0.140351,0.45614,0.035088,0.122807
50Cent,13.212766,1.246988,1.977923,0.907884,1.957447,0.148148,0.223833,0.531915,0.2,0.08,0.72,5.280994,3.385252,0.608696,0.282609,0.097826,0.01087,0,0.086957,0.659574,0.234043,0.531915,0.148936,0.106383
50Cent,12.729167,1.219561,1.867926,0.913659,1.875,0.1473,0.209493,0.395833,0.210526,0.263158,0.526316,5.911072,3.743679,0.666667,0.288889,0.011111,0.022222,0.011111,0.122222,0.645833,0.1875,0.645833,0.145833,0.0625
50Cent,11.634615,1.214859,2.869125,0.87408,1.5,0.128926,0.214876,0.403846,0.238095,0.142857,0.619048,6.22576,4.21745,0.615385,0.217949,0.102564,0.025641,0.038462,0.102564,0.423077,0.173077,0.5,0.057692,0.038462
50Cent,12.387755,1.167308,2.192904,0.877644,1.755102,0.14168,0.217463,0.469388,0.217391,0.173913,0.608696,5.335982,3.958955,0.662791,0.255814,0.023256,0.034884,0.023256,0.05814,0.530612,0.061224,0.693878,0.102041,0.081633
50Cent,12.283019,1.254335,2.742932,0.907093,1.811321,0.147465,0.241167,0.415094,0.181818,0.181818,0.636364,5.512789,4.042712,0.541667,0.354167,0.052083,0.03125,0.020833,0.15625,0.641509,0.150943,0.603774,0.207547,0.320755
50Cent,10.716981,1.190776,3.514806,0.890634,1.301887,0.121479,0.172535,0.528302,0.392857,0.071429,0.535714,7.127312,4.535562,0.623188,0.333333,0.043478,0,0,0.231884,0.320755,0.207547,0.245283,0.037736,0.018868
50Cent,12.039216,1.203922,2.086002,0.900956,2.058824,0.17101,0.257329,0.588235,0.166667,0.2,0.633333,6.269459,4.088778,0.609524,0.314286,0.038095,0.038095,0,0.104762,0.607843,0.27451,0.588235,0.058824,0.294118
50Cent,11.05,1.190305,1.969983,0.908092,1.466667,0.13273,0.206637,0.216667,0.307692,0.461538,0.230769,4.286928,3.096114,0.659091,0.215909,0.068182,0.022727,0.034091,0.090909,0.65,0.166667,0.433333,0.083333,0.3
50Cent,12.173913,1.220044,2.129547,0.885846,1.586957,0.130357,0.216071,0.521739,0.291667,0.25,0.458333,4.329861,3.35215,0.643836,0.232877,0.054795,0.054795,0.013699,0.178082,0.369565,0.152174,0.543478,0,0.195652
50Cent,11.607843,1.15625,2.000769,0.877457,1.941176,0.16723,0.239865,0.509804,0.115385,0.115385,0.769231,5.401861,3.901344,0.69697,0.232323,0.010101,0.060606,0,0.222222,0.568627,0.156863,0.705882,0.058824,0.019608
50Cent,11.464286,1.20904,1.679331,0.865346,1.910714,0.166667,0.281931,0.571429,0.0625,0.15625,0.78125,6.034654,3.576091,0.560748,0.252336,0.149533,0.009346,0.028037,0.074766,0.553571,0.142857,0.642857,0.053571,0.142857
50Cent,11.958333,1.15493,2.009958,0.826601,1.541667,0.12892,0.207317,0.4375,0.095238,0.142857,0.761905,5.336065,3.614753,0.621622,0.256757,0.054054,0.027027,0.040541,0.135135,0.416667,0.1875,0.5,0.0625,0.104167
50Cent,11.25,1.216216,3.197376,0.893825,1.803571,0.160317,0.253968,0.446429,0.36,0.16,0.48,5.983147,4.273677,0.633663,0.207921,0.108911,0.039604,0.009901,0.128713,0.571429,0.232143,0.553571,0.125,0.142857
50Cent,11.740741,1.176252,2.381916,0.856417,1.333333,0.113565,0.182965,0.481481,0.115385,0.269231,0.615385,6.497457,4.022235,0.569444,0.277778,0.125,0.027778,0,0.166667,0.388889,0.166667,0.296296,0.018519,0.166667
50Cent,11.482143,1.18854,2.521274,0.872124,1.696429,0.147745,0.265941,0.482143,0.296296,0.148148,0.555556,6.324335,3.794601,0.515789,0.336842,0.073684,0.031579,0.042105,0.094737,0.392857,0.196429,0.625,0.089286,0.178571
50Cent,11.819672,1.195688,2.322437,0.833365,1.540984,0.130374,0.20527,0.491803,0.2,0.133333,0.666667,6.988437,3.811875,0.617021,0.223404,0.12766,0.031915,0,0.085106,0.442623,0.245902,0.360656,0.016393,0.081967
LilWayne,10.54717,1.250559,3.744511,0.853264,1.792453,0.169946,0.26297,0.641509,0.205882,0.294118,0.5,5.629628,3.544581,0.526316,0.410526,0.052632,0.010526,0,0.157895,0.528302,0.264151,0.358491,0.113208,0.132075
LilWayne,10.72,1.237875,2.720588,0.882181,1.68,0.156716,0.289179,0.44,0.454545,0.227273,0.318182,6.292193,3.642849,0.571429,0.166667,0.166667,0.059524,0.035714,0.142857,0.58,0.3,0.36,0.02,0.44
LilWayne,12.035088,1.258716,2.925777,0.851845,2.526316,0.209913,0.362974,0.596491,0.176471,0.294118,0.529412,6.371821,4.166191,0.506944,0.368056,0.0625,0.041667,0.020833,0.152778,1.105263,0.315789,0.508772,0.105263,0.578947
LilWayne,9.377358,1.174941,2.700289,0.865289,1.396226,0.148893,0.251509,0.471698,0.4,0.36,0.24,5.364537,3.725373,0.662162,0.189189,0.081081,0.040541,0.027027,0.148649,0.415094,0.150943,0.358491,0.037736,0.09434
LilWayne,10.150943,1.24537,2.520828,0.896156,1.90566,0.187732,0.325279,0.660377,0.4,0.314286,0.285714,4.379135,3.331951,0.544554,0.336634,0.039604,0.039604,0.039604,0.108911,0.603774,0.132075,0.509434,0.113208,0.169811
LilWayne,10.916667,1.201835,1.966737,0.877635,2.041667,0.187023,0.322519,0.520833,0.52,0.24,0.24,5.78759,4.133993,0.571429,0.285714,0.05102,0.05102,0.040816,0.183673,0.625,0.270833,0.625,0,0.354167
LilWayne,10.704545,1.223377,1.88992,0.881341,1.613636,0.150743,0.242038,0.454545,0.3,0.2,0.5,5.529626,3.813535,0.619718,0.239437,0.084507,0.028169,0.028169,0.211268,0.5,0.227273,0.431818,0.022727,0.045455
LilWayne,10.190476,1.291751,3.332653,0.891605,1.888889,0.185358,0.330218,0.47619,0.4,0.3,0.3,5.827956,3.885304,0.504202,0.319328,0.10084,0.042017,0.033613,0.201681,0.650794,0.333333,0.428571,0.142857,0.222222
LilWayne,11.188679,1.212679,3.31979,0.864642,2,0.178752,0.315346,0.433962,0.130435,0.347826,0.521739,4.740605,3.407309,0.575472,0.254717,0.084906,0.04717,0.037736,0.084906,0.698113,0.339623,0.528302,0.207547,0.188679
LilWayne,11.5,1.257403,1.870829,0.835089,1.229167,0.106884,0.193841,0.479167,0.304348,0.173913,0.521739,4.667608,3.5785,0.610169,0.254237,0.033898,0.050847,0.050847,0.20339,0.229167,0.166667,0.354167,0.041667,0.104167
LilWayne,10.604167,1.298469,2.913614,0.836601,2.125,0.200393,0.341847,0.604167,0.310345,0.206897,0.482759,5.067397,3.417547,0.54902,0.313725,0.068627,0.039216,0.029412,0.078431,0.625,0.291667,0.604167,0.145833,0.291667
LilWayne,10.542373,1.259109,3.227646,0.907963,1.813559,0.172026,0.29582,0.372881,0.363636,0.409091,0.227273,5.314384,3.771498,0.504673,0.308411,0.149533,0.037383,0,0.130841,0.644068,0.20339,0.59322,0.152542,0.220339
LilWayne,13.142857,1.434053,3.226169,0.900576,3.395604,0.258361,0.404682,0.527473,0.270833,0.333333,0.395833,5.017552,3.70527,0.605178,0.278317,0.080906,0.022654,0.012945,0.190939,1.307692,0.494505,1.065934,0.406593,0.406593
LilWayne,12.526316,1.342105,3.173936,0.87416,2.421053,0.193277,0.355742,0.54386,0.322581,0.225806,0.451613,5.601792,3.473111,0.550725,0.268116,0.086957,0.028986,0.065217,0.15942,0.666667,0.157895,1.052632,0.157895,0.280702
LilWayne,11.075472,1.259657,2.179225,0.887242,1.811321,0.163543,0.267462,0.622642,0.272727,0.242424,0.484848,5.064735,3.277182,0.552083,0.322917,0.083333,0.020833,0.020833,0.083333,0.433962,0.245283,0.509434,0.018868,0.113208
LilWayne,10.519231,1.231982,2.107591,0.906296,1.923077,0.182815,0.299817,0.5,0.423077,0.153846,0.423077,6.658967,3.53333,0.52,0.35,0.1,0.03,0,0.15,0.653846,0.442308,0.326923,0.038462,0
LilWayne,10.962264,1.268559,2.649046,0.868867,2.113208,0.192771,0.373494,0.471698,0.36,0.32,0.32,5.315505,3.591557,0.446429,0.357143,0.098214,0.053571,0.044643,0.098214,0.90566,0.207547,0.528302,0.075472,0.433962
LilWayne,11.297872,1.298289,2.072257,0.907701,1.978723,0.175141,0.26742,0.382979,0.222222,0.222222,0.555556,3.8595,3.157772,0.623656,0.258065,0.096774,0.010753,0.010753,0.107527,0.829787,0.319149,0.446809,0.085106,0.191489
LilWayne,11.208333,1.209895,2.543715,0.89698,2.152778,0.192069,0.342007,0.375,0.185185,0.296296,0.518519,7.135853,3.567926,0.496774,0.290323,0.16129,0.03871,0.012903,0.148387,0.916667,0.305556,0.555556,0.111111,0.638889
LilWayne,11.283333,1.282197,2.12988,0.907745,1.766667,0.156573,0.257016,0.366667,0.181818,0.272727,0.545455,5.040801,3.360534,0.622642,0.245283,0.075472,0.028302,0.028302,0.113208,0.616667,0.216667,0.566667,0.066667,0.05
LilWayne,10.961538,1.261062,2.369368,0.882792,1.730769,0.157895,0.27193,0.519231,0.481481,0.333333,0.185185,6.005754,3.685349,0.522222,0.311111,0.122222,0.022222,0.022222,0.155556,0.538462,0.326923,0.346154,0.038462,0.134615
LilWayne,11.491228,1.217472,2.541741,0.865783,1.508772,0.131298,0.232061,0.298246,0.176471,0.176471,0.647059,6.717485,4.078473,0.546512,0.255814,0.104651,0.069767,0.023256,0.186047,0.438596,0.263158,0.508772,0.070175,0.210526
LilWayne,10.88,1.198238,2.036075,0.847196,1.7,0.15625,0.248162,0.4,0.4,0.15,0.45,3.877607,3.102086,0.635294,0.235294,0.070588,0.023529,0.035294,0.129412,0.5,0.26,0.54,0.06,0.08
LilWayne,10.563636,1.238806,2.477269,0.882021,2.090909,0.197935,0.349398,0.454545,0.44,0.28,0.28,5.591004,3.327979,0.486957,0.321739,0.165217,0.008696,0.017391,0.121739,0.654545,0.545455,0.436364,0.054545,0.054545
LilWayne,11.089286,1.210526,2.995692,0.868188,2,0.180354,0.318841,0.446429,0.48,0.36,0.16,3.905459,3.366775,0.571429,0.276786,0.071429,0.035714,0.044643,0.107143,0.696429,0.357143,0.5,0.107143,0.142857
LilWayne,11.333333,1.23918,2.477678,0.860532,1.770833,0.15625,0.321691,0.520833,0.44,0.08,0.48,4.379763,3.128402,0.494118,0.282353,0.058824,0.058824,0.105882,0.2,0.604167,0.25,0.395833,0.041667,0.583333
LilWayne,11.909091,1.28589,2.319073,0.867487,1.852273,0.155534,0.256679,0.590909,0.326923,0.211538,0.461538,4.316029,3.117132,0.558282,0.319018,0.055215,0.04908,0.018405,0.202454,0.511364,0.215909,0.534091,0.034091,0.227273
KoolGRap,11.479167,1.246606,1.513682,0.921689,2.104167,0.183303,0.263158,0.291667,0.428571,0.214286,0.357143,6.024438,4.016292,0.693069,0.227723,0.039604,0.029703,0.009901,0.108911,1,0.395833,0.416667,0.125,0.25
KoolGRap,10.083333,1.250646,1.742045,0.957596,2.208333,0.219008,0.328512,0.333333,0.25,0.125,0.625,6.884943,5.007232,0.613208,0.301887,0.066038,0.009434,0.009434,0.198113,1.208333,0.354167,0.3125,0.166667,0.395833
KoolGRap,11.553571,1.536817,1.917212,0.918098,1.982143,0.171561,0.23493,0.410714,0.173913,0.26087,0.565217,5.116818,3.796349,0.657658,0.315315,0.027027,0,0,0.171171,0.910714,0.321429,0.339286,0.160714,0.107143
KoolGRap,11.104651,1.34507,2.102209,0.935098,2.395349,0.215707,0.348691,0.546512,0.361702,0.255319,0.382979,6.963498,4.195954,0.572816,0.291262,0.097087,0.029126,0.009709,0.135922,1.116279,0.325581,0.406977,0.081395,0.313953
KoolGRap,9.8125,1.315642,1.653988,0.894659,1.791667,0.18259,0.239915,0.4375,0.238095,0.333333,0.428571,5.042719,4.412379,0.72093,0.244186,0.034884,0,0,0.116279,0.708333,0.395833,0.25,0.145833,0.0625
KoolGRap,11.03125,1.20068,1.704486,0.934129,1.6875,0.152975,0.203966,0.34375,0.136364,0.227273,0.636364,6.417006,4.278004,0.722222,0.231481,0.037037,0.009259,0,0.175926,0.875,0.21875,0.25,0.125,0.140625
KoolGRap,11.921875,1.257002,1.954999,0.920366,1.96875,0.165138,0.259502,0.40625,0.153846,0.038462,0.807692,5.398864,3.793796,0.603175,0.285714,0.063492,0.031746,0.015873,0.166667,0.859375,0.328125,0.375,0.09375,0.359375
KoolGRap,10.903846,1.265625,1.924134,0.929158,2.115385,0.194004,0.269841,0.384615,0.2,0.2,0.6,4.834985,4.029154,0.672727,0.272727,0.045455,0.009091,0,0.127273,0.961538,0.365385,0.403846,0.192308,0.192308
KoolGRap,9.833333,1.378505,1.790407,0.960192,1.883333,0.191525,0.283051,0.416667,0.48,0.08,0.44,7.010639,4.868499,0.59292,0.336283,0.070796,0,0,0.221239,0.833333,0.35,0.283333,0.15,0.3
KoolGRap,10.770833,1.428177,1.884582,0.927635,1.916667,0.17795,0.266925,0.458333,0.272727,0.227273,0.5,7.258008,4.696358,0.586957,0.347826,0.043478,0.021739,0,0.206522,0.895833,0.333333,0.229167,0.0625,0.229167
KoolGRap,11.215054,1.363399,2.400042,0.915555,2.053763,0.183126,0.286673,0.430108,0.325,0.225,0.45,5.669005,3.779337,0.570681,0.324607,0.078534,0.020942,0.005236,0.151832,0.989247,0.290323,0.344086,0.11828,0.150538
KoolGRap,10.588235,1.288014,2.787764,0.925337,1.720588,0.1625,0.213889,0.397059,0.592593,0.185185,0.222222,5.244729,3.933547,0.700855,0.290598,0,0.008547,0,0.136752,0.632353,0.323529,0.367647,0.073529,0.058824
KoolGRap,10.453125,1.227523,2.283977,0.916102,1.609375,0.153961,0.212257,0.4375,0.178571,0.428571,0.392857,6.886563,4.484274,0.708738,0.213592,0.067961,0.009709,0,0.135922,0.640625,0.265625,0.265625,0.09375,0.046875
KoolGRap,11.109375,1.269643,2.519407,0.910236,2.09375,0.188467,0.274262,0.40625,0.269231,0.230769,0.5,4.733975,3.729799,0.619403,0.313433,0.059701,0.007463,0,0.149254,0.921875,0.3125,0.453125,0.140625,0.0625
KoolGRap,11.229167,1.3475,2.451527,0.904149,2.0625,0.183673,0.28757,0.479167,0.304348,0.217391,0.478261,5.790598,3.917169,0.505051,0.434343,0.050505,0.010101,0,0.111111,1.041667,0.333333,0.208333,0.0625,0.145833
KoolGRap,10.530303,1.311321,2.698033,0.93516,1.621212,0.153957,0.238849,0.590909,0.512821,0.282051,0.205128,5.57244,3.812722,0.588785,0.308411,0.074766,0.018692,0.009346,0.186916,0.545455,0.212121,0.272727,0.121212,0.136364
KoolGRap,11,1.271111,2.52678,0.897514,1.865385,0.16958,0.236014,0.403846,0.666667,0.285714,0.047619,5.612123,3.928486,0.639175,0.340206,0.010309,0.010309,0,0.154639,0.826923,0.192308,0.442308,0.096154,0.173077
KoolGRap,11.052632,1.324921,2.151467,0.948682,2.342105,0.211905,0.341667,0.486842,0.243243,0.324324,0.432432,6.195735,4.245226,0.561798,0.297753,0.11236,0.022472,0.005618,0.095506,1.223684,0.276316,0.355263,0.197368,0.368421
KoolGRap,10.625,1.330435,2.365478,0.92475,2.291667,0.215686,0.350327,0.444444,0.15625,0.53125,0.3125,6.377515,3.850575,0.563636,0.29697,0.090909,0.048485,0,0.163636,1.152778,0.319444,0.375,0.152778,0.263889
KoolGRap,11.875,1.295455,2.689679,0.90608,2.083333,0.175439,0.287719,0.333333,0.25,0.375,0.375,8.264286,4.897355,0.51,0.38,0.09,0.01,0.01,0.27,0.958333,0.354167,0.4375,0.166667,0.083333
