@relation RhymeFeatures-weka.filters.unsupervised.attribute.Remove-R26

@attribute class {BDP,Rakim,Nas,2Pac,RunDMC,50Cent,LilWayne,KoolGRap,BigDaddyKane,PublicEnemy,BIG,IceCube,LLCoolJ,Scarface,Fabolous,JayZ,BeastieBoys,Eminem,SlickRick,Redman,Andre3k,Nelly,DMX,BoneThugs,MCHammer}
@attribute Syllables_per_Line numeric
@attribute Syllables_per_Word numeric
@attribute Syllable_Variation numeric
@attribute Novel_Word_Proportion numeric
@attribute Rhymes_per_Line numeric
@attribute Rhymes_per_Syllable numeric
@attribute Rhyme_Density numeric
@attribute End_Pairs_per_Line numeric
@attribute End_Pairs_Grown numeric
@attribute End_Pairs_Shrunk numeric
@attribute End_Pairs_Even numeric
@attribute Average_End_Score numeric
@attribute Average_End_Syl_Score numeric
@attribute Singles_per_Rhyme numeric
@attribute Doubles_per_Rhyme numeric
@attribute Triples_per_Rhyme numeric
@attribute Quads_per_Rhyme numeric
@attribute Longs_per_Rhyme numeric
@attribute Perfect_Rhymes numeric
@attribute Line_Internals_per_Line numeric
@attribute Links_per_Line numeric
@attribute Bridges_per_Line numeric
@attribute Compounds_per_Line numeric
@attribute Chaining_per_Line numeric

@data
KoolGRap,11.133333,1.284615,2.6675,0.903659,1.883333,0.169162,0.260479,0.45,0.444444,0.111111,0.444444,6.901253,4.23486,0.575221,0.345133,0.053097,0.017699,0.00885,0.141593,1,0.216667,0.216667,0.05,0.283333
KoolGRap,11.064516,1.272727,2.644965,0.922086,2.532258,0.228863,0.360058,0.419355,0.423077,0.307692,0.269231,5.448061,3.828367,0.566879,0.324841,0.089172,0.006369,0.012739,0.197452,1.33871,0.451613,0.322581,0.16129,0.096774
KoolGRap,11.166667,1.275381,1.688194,0.930156,1.888889,0.169154,0.245771,0.455556,0.195122,0.341463,0.463415,4.916902,3.876788,0.652941,0.282353,0.029412,0.029412,0.005882,0.205882,0.822222,0.266667,0.344444,0.088889,0.288889
BigDaddyKane,10.796296,1.259179,1.98494,0.934447,1.481481,0.137221,0.181818,0.518519,0.25,0.285714,0.464286,5.893189,4.231008,0.7125,0.25,0.0375,0,0,0.25,0.574074,0.166667,0.222222,0.055556,0.12963
BigDaddyKane,10.9375,1.261261,1.991192,0.914401,1.59375,0.145714,0.197143,0.5,0.3125,0.1875,0.5,5.915672,3.943782,0.735294,0.186275,0.068627,0.009804,0,0.205882,0.65625,0.078125,0.359375,0.0625,0.09375
BigDaddyKane,10.4875,1.254111,1.949319,0.916818,1.7375,0.165673,0.250298,0.4125,0.30303,0.181818,0.515152,7.009677,3.988264,0.618705,0.273381,0.100719,0,0.007194,0.158273,0.8625,0.25,0.2125,0.0125,0.325
BigDaddyKane,10.82,1.309927,1.657589,0.916367,1.8,0.166359,0.271719,0.48,0.208333,0.166667,0.625,5.975141,4.217746,0.533333,0.366667,0.044444,0.044444,0.011111,0.211111,0.82,0.2,0.3,0.02,0.08
BigDaddyKane,11.019231,1.256579,1.669758,0.879755,1.461538,0.132635,0.184991,0.5,0.307692,0.307692,0.384615,5.643814,3.965923,0.644737,0.315789,0.039474,0,0,0.25,0.423077,0.057692,0.480769,0.057692,0.057692
BigDaddyKane,10.478873,1.273973,1.767143,0.952874,1.253521,0.119624,0.173387,0.549296,0.205128,0.153846,0.641026,6.458253,4.342618,0.662921,0.258427,0.05618,0.011236,0.011236,0.157303,0.338028,0.098592,0.267606,0.042254,0.070423
BigDaddyKane,11,1.288288,1.77157,0.91639,2.076923,0.188811,0.295105,0.430769,0.321429,0.25,0.428571,5.469875,4.030434,0.62963,0.22963,0.096296,0.037037,0.007407,0.140741,0.876923,0.215385,0.553846,0.2,0.246154
BigDaddyKane,11.173913,1.328165,1.464127,0.947765,1.478261,0.132296,0.173152,0.434783,0.45,0.05,0.5,5.7117,4.75975,0.75,0.205882,0.029412,0.014706,0,0.176471,0.586957,0.065217,0.391304,0.108696,0.23913
BigDaddyKane,11.025974,1.343354,2.044784,0.933255,1.532468,0.138987,0.210836,0.545455,0.261905,0.214286,0.52381,6.383654,4.001693,0.584746,0.330508,0.076271,0,0.008475,0.127119,0.558442,0.155844,0.272727,0.051948,0.168831
BigDaddyKane,10.106061,1.323413,2.089866,0.909667,1.318182,0.130435,0.206897,0.409091,0.333333,0.222222,0.444444,6.795267,4.266796,0.54023,0.367816,0.068966,0.011494,0.011494,0.229885,0.590909,0.151515,0.166667,0,0.121212
BigDaddyKane,10.64,1.234339,1.596997,0.920538,1.94,0.182331,0.25188,0.46,0.347826,0.217391,0.434783,5.195058,4.120219,0.71134,0.226804,0.030928,0.030928,0,0.14433,0.86,0.26,0.36,0.14,0.1
BigDaddyKane,10.410714,1.272926,2.218242,0.905295,1.607143,0.154374,0.240137,0.446429,0.32,0.24,0.44,5.831772,3.644858,0.6,0.266667,0.111111,0.022222,0,0.122222,0.732143,0.160714,0.267857,0.125,0.214286
BigDaddyKane,10.684211,1.335526,2.548876,0.932712,2.105263,0.197044,0.315271,0.473684,0.259259,0.37037,0.37037,5.452244,3.873963,0.575,0.316667,0.075,0.016667,0.016667,0.166667,0.929825,0.263158,0.438596,0.192982,0.157895
BigDaddyKane,10.52459,1.29697,1.635734,0.927198,1.901639,0.180685,0.29595,0.540984,0.30303,0.121212,0.575758,5.888394,3.533037,0.586207,0.232759,0.146552,0.025862,0.008621,0.137931,0.803279,0.229508,0.327869,0.032787,0.163934
BigDaddyKane,10.304348,1.229572,1.960142,0.926859,1.706522,0.165612,0.255274,0.445652,0.390244,0.146341,0.463415,5.597414,4.098107,0.598726,0.292994,0.082803,0.019108,0.006369,0.146497,0.793478,0.195652,0.271739,0.076087,0.391304
BigDaddyKane,10.4375,1.301299,1.869784,0.935747,2.041667,0.195609,0.299401,0.354167,0.176471,0.294118,0.529412,6.308393,4.289707,0.591837,0.306122,0.081633,0.020408,0,0.214286,1.125,0.270833,0.291667,0.104167,0.3125
BigDaddyKane,10.703125,1.238698,2.133657,0.924975,1.46875,0.137226,0.192701,0.421875,0.333333,0.296296,0.37037,5.235892,3.820786,0.648936,0.308511,0.031915,0.010638,0,0.106383,0.5,0.171875,0.375,0.046875,0.109375
BigDaddyKane,10.193548,1.224806,2.291912,0.91647,1.854839,0.181962,0.272152,0.467742,0.344828,0.172414,0.482759,5.72583,3.861607,0.634783,0.252174,0.095652,0.017391,0,0.156522,1.032258,0.177419,0.177419,0.096774,0.548387
BigDaddyKane,10.701754,1.2249,2.085581,0.90673,1.403509,0.131148,0.162295,0.438596,0.36,0.24,0.4,6.192116,4.553027,0.775,0.2125,0.0125,0,0,0.2625,0.350877,0.22807,0.385965,0.035088,0.035088
BigDaddyKane,10.03125,1.218216,2.22885,0.939306,1.625,0.161994,0.213396,0.453125,0.310345,0.448276,0.241379,5.485352,4.29933,0.721154,0.25,0.019231,0.009615,0,0.240385,0.671875,0.28125,0.21875,0.0625,0.203125
BigDaddyKane,10.891304,1.162413,1.618215,0.923235,1.434783,0.131737,0.197605,0.521739,0.208333,0.166667,0.625,6.234726,4.400983,0.621212,0.287879,0.060606,0.030303,0,0.227273,0.586957,0.217391,0.108696,0,0.173913
BigDaddyKane,10.54,1.254762,1.734474,0.940178,1.64,0.155598,0.248577,0.48,0.291667,0.166667,0.541667,7.249684,4.461344,0.585366,0.280488,0.097561,0.02439,0.012195,0.182927,0.66,0.24,0.26,0.04,0.18
BigDaddyKane,10.284091,1.244842,1.90662,0.93109,1.488636,0.144751,0.222099,0.511364,0.266667,0.177778,0.555556,6.012223,3.757639,0.587786,0.305344,0.091603,0.015267,0,0.137405,0.568182,0.125,0.284091,0.068182,0.261364
PublicEnemy,11.086957,1.231884,1.754821,0.921624,1.695652,0.152941,0.213725,0.434783,0.3,0.1,0.6,6.661909,4.758506,0.653846,0.320513,0.012821,0,0.012821,0.179487,0.891304,0.108696,0.26087,0.086957,0.347826
PublicEnemy,9.925926,1.258216,2.530202,0.916548,1.37037,0.13806,0.20709,0.351852,0.315789,0.473684,0.210526,4.658002,3.160787,0.621622,0.283784,0.067568,0.027027,0,0.094595,0.555556,0.166667,0.296296,0.018519,0.222222
PublicEnemy,10.413043,1.21883,2.08072,0.874934,1.608696,0.154489,0.229645,0.304348,0.142857,0.142857,0.714286,5.971404,4.399982,0.675676,0.22973,0.040541,0.040541,0.013514,0.175676,0.717391,0.23913,0.347826,0.065217,0.108696
PublicEnemy,8.851064,1.152355,1.821605,0.910754,1.425532,0.161058,0.209135,0.404255,0.157895,0.263158,0.578947,4.792144,3.64203,0.776119,0.149254,0.074627,0,0,0.179104,0.446809,0.191489,0.382979,0.085106,0.106383
PublicEnemy,9.076923,1.238845,1.889711,0.920083,1.423077,0.15678,0.211864,0.365385,0.368421,0.368421,0.263158,4.537998,3.448879,0.72973,0.216216,0.040541,0,0.013514,0.135135,0.673077,0.153846,0.230769,0.038462,0.173077
PublicEnemy,10.734694,1.228972,3.324464,0.914975,1.387755,0.129278,0.178707,0.285714,0.357143,0.214286,0.428571,5.058579,3.934451,0.676471,0.279412,0.029412,0.014706,0,0.191176,0.612245,0.102041,0.387755,0.122449,0.183673
PublicEnemy,10.638298,1.231527,2.62091,0.896422,1.595745,0.15,0.19,0.234043,0.181818,0.363636,0.454545,3.74544,3.74544,0.773333,0.2,0.013333,0.013333,0,0.186667,1.021277,0.12766,0.212766,0.12766,0.297872
PublicEnemy,9.212766,1.251445,2.782439,0.911896,1.404255,0.152425,0.242494,0.425532,0.35,0.2,0.45,6.759363,4.360879,0.606061,0.272727,0.090909,0.015152,0.015152,0.272727,0.680851,0.12766,0.170213,0.021277,0.297872
PublicEnemy,10.307692,1.316306,1.983959,0.929426,1.815385,0.176119,0.240299,0.4,0.269231,0.307692,0.423077,5.224983,3.995575,0.737288,0.194915,0.050847,0.008475,0.008475,0.135593,0.830769,0.276923,0.307692,0.184615,0.169231
PublicEnemy,8.734375,1.321513,2.405996,0.937971,1.671875,0.191413,0.284436,0.328125,0.333333,0.380952,0.285714,4.715052,3.536289,0.588785,0.345794,0.056075,0.009346,0,0.149533,0.75,0.25,0.34375,0.078125,0.1875
PublicEnemy,9.25,1.267537,1.895326,0.931986,1.440476,0.155727,0.212355,0.297619,0.24,0.4,0.36,4.890873,3.705207,0.702479,0.231405,0.066116,0,0,0.099174,0.72619,0.178571,0.238095,0.035714,0.154762
PublicEnemy,11.470588,1.246006,1.921018,0.905045,1.529412,0.133333,0.179487,0.382353,0.230769,0.153846,0.615385,5.100246,3.788754,0.701923,0.25,0.048077,0,0,0.173077,0.617647,0.220588,0.308824,0.044118,0.014706
PublicEnemy,10.913043,1.267677,1.998109,0.874717,1.434783,0.131474,0.183267,0.326087,0.2,0.133333,0.666667,5.635901,4.972853,0.69697,0.227273,0.060606,0.015152,0,0.166667,0.630435,0.152174,0.326087,0.065217,0.108696
PublicEnemy,9.830769,1.248047,3.096247,0.912049,1.523077,0.15493,0.201878,0.4,0.384615,0.269231,0.346154,4.059349,3.518102,0.747475,0.20202,0.050505,0,0,0.080808,0.630769,0.169231,0.323077,0.138462,0.138462
PublicEnemy,9.245614,1.26988,2.437145,0.889774,1.614035,0.174573,0.26186,0.508772,0.482759,0.241379,0.275862,6.353863,4.187773,0.597826,0.315217,0.076087,0.01087,0,0.271739,0.578947,0.192982,0.333333,0.052632,0.350877
PublicEnemy,9.830508,1.364706,1.958489,0.854795,2.033898,0.206897,0.351724,0.372881,0.272727,0.272727,0.454545,5.589926,4.392085,0.583333,0.275,0.058333,0.05,0.033333,0.216667,0.864407,0.271186,0.525424,0.050847,0.423729
PublicEnemy,9.965517,1.209205,1.771085,0.907653,1.327586,0.133218,0.186851,0.396552,0.173913,0.26087,0.565217,4.627142,3.325758,0.701299,0.220779,0.051948,0.025974,0,0.12987,0.517241,0.224138,0.189655,0.017241,0.034483
PublicEnemy,11.568966,1.297872,2.553646,0.89444,1.948276,0.168405,0.229508,0.344828,0.25,0.15,0.6,4.241223,3.392979,0.734513,0.185841,0.070796,0,0.00885,0.176991,0.965517,0.275862,0.362069,0.189655,0.206897
PublicEnemy,9.509804,1.203474,2.614984,0.916675,1.490196,0.156701,0.220619,0.294118,0.333333,0.266667,0.4,6.293061,4.10417,0.723684,0.171053,0.078947,0.026316,0,0.157895,0.647059,0.254902,0.294118,0.078431,0.137255
PublicEnemy,9.75,1.21875,2.046338,0.884113,1.104167,0.113248,0.17094,0.3125,0.133333,0.333333,0.533333,5.348483,3.820345,0.660377,0.207547,0.09434,0.037736,0,0.301887,0.5625,0.083333,0.145833,0.020833,0.145833
PublicEnemy,10.791667,1.328205,2.263463,0.900647,1.833333,0.169884,0.258687,0.270833,0.153846,0.076923,0.769231,7.656309,4.524182,0.602273,0.284091,0.102273,0.011364,0,0.147727,0.833333,0.395833,0.333333,0.0625,0.125
PublicEnemy,9.354167,1.226776,2.046232,0.930818,1.625,0.173719,0.256125,0.354167,0.235294,0.176471,0.588235,5.04568,3.574024,0.666667,0.230769,0.064103,0.038462,0,0.141026,0.666667,0.270833,0.333333,0.104167,0.083333
PublicEnemy,11.645161,1.275618,2.056436,0.912898,2.064516,0.177285,0.252078,0.258065,0.3125,0.3125,0.375,4.738328,4.738328,0.703125,0.210938,0.046875,0.039063,0,0.140625,1.225806,0.258065,0.322581,0.129032,0.290323
BIG,11.62,1.215481,2.415699,0.904496,1.98,0.170396,0.26506,0.22,0.545455,0.272727,0.181818,4.135987,3.033057,0.59596,0.313131,0.060606,0.020202,0.010101,0.10101,1.06,0.38,0.32,0.12,0.24
BIG,11.153846,1.239316,2.529705,0.928016,1.961538,0.175862,0.243103,0.423077,0.318182,0.363636,0.318182,5.244507,3.721908,0.715686,0.215686,0.039216,0.029412,0,0.127451,0.846154,0.365385,0.326923,0.173077,0.115385
BIG,10.586957,1.220551,2.017059,0.901169,1.782609,0.168378,0.246407,0.326087,0.4,0.2,0.4,6.85043,3.669873,0.658537,0.231707,0.097561,0.012195,0,0.036585,0.73913,0.413043,0.304348,0.173913,0.086957
BIG,11.270833,1.240826,2.089055,0.924788,1.645833,0.146026,0.221811,0.375,0.388889,0.333333,0.277778,5.118478,3.543562,0.620253,0.278481,0.088608,0,0.012658,0.126582,0.604167,0.395833,0.270833,0.020833,0.166667
BIG,11.782609,1.260465,1.804741,0.924122,2.173913,0.184502,0.280443,0.326087,0.2,0.266667,0.533333,5.079352,4.232793,0.57,0.37,0.03,0.03,0,0.18,0.847826,0.434783,0.565217,0.195652,0.369565
BIG,10.018182,1.287383,2.276288,0.945945,1.327273,0.132486,0.194192,0.4,0.590909,0.181818,0.227273,5.570514,3.953268,0.630137,0.30137,0.054795,0,0.013699,0.178082,0.545455,0.218182,0.163636,0.018182,0.181818
BIG,11.041667,1.369509,2.009958,0.939235,1.9375,0.175472,0.260377,0.458333,0.272727,0.272727,0.454545,5.907292,3.713155,0.623656,0.290323,0.064516,0.021505,0,0.16129,0.895833,0.291667,0.291667,0.083333,0.270833
BIG,10.8,1.195572,1.814754,0.891257,1.55,0.143519,0.222222,0.45,0.481481,0.074074,0.444444,6.353484,4.636326,0.623656,0.258065,0.075269,0.032258,0.010753,0.215054,0.566667,0.2,0.333333,0,0.15
BIG,11.404255,1.21542,2.312405,0.921422,1.404255,0.123134,0.16791,0.404255,0.421053,0.315789,0.263158,5.809754,4.088346,0.681818,0.272727,0.045455,0,0,0.151515,0.531915,0.234043,0.234043,0.085106,0.12766
BIG,11.981818,1.299803,2.673036,0.89783,2.2,0.183612,0.282246,0.454545,0.4,0.36,0.24,4.395139,3.32965,0.595041,0.322314,0.049587,0.016529,0.016529,0.082645,0.945455,0.363636,0.436364,0.127273,0.218182
BIG,11.166667,1.264151,1.961434,0.9255,1.895833,0.169776,0.235075,0.416667,0.65,0.15,0.2,5.9377,4.75016,0.659341,0.296703,0.043956,0,0,0.153846,0.729167,0.416667,0.333333,0.0625,0.166667
BIG,11.94,1.24375,1.770988,0.882682,1.7,0.142379,0.21273,0.4,0.15,0.2,0.65,6.22995,4.449964,0.670588,0.247059,0.011765,0.058824,0.011765,0.129412,0.68,0.3,0.32,0.02,0.14
BIG,10.911111,1.295515,2.392788,0.953137,1.577778,0.144603,0.217923,0.288889,0.538462,0.076923,0.384615,3.695552,3.431584,0.605634,0.295775,0.084507,0.014085,0,0.112676,0.6,0.333333,0.355556,0.022222,0.066667
BIG,11.145833,1.314496,2.77631,0.908665,1.479167,0.13271,0.213084,0.333333,0.375,0.1875,0.4375,6.915081,4.255434,0.577465,0.323944,0.070423,0.014085,0.014085,0.126761,0.479167,0.354167,0.3125,0.083333,0.0625
BIG,10.695652,1.284595,2.254171,0.946601,2.021739,0.189024,0.28252,0.282609,0.307692,0.307692,0.384615,4.793701,3.894882,0.612903,0.290323,0.086022,0.010753,0,0.11828,1,0.304348,0.434783,0.086957,0.217391
BIG,10.166667,1.302135,2.539012,0.92094,1.833333,0.180328,0.25599,0.448718,0.428571,0.342857,0.228571,5.548971,3.88428,0.643357,0.293706,0.062937,0,0,0.125874,0.666667,0.371795,0.346154,0.102564,0.064103
BIG,10.173077,1.213303,2.462965,0.929722,1.538462,0.151229,0.232514,0.403846,0.238095,0.285714,0.47619,6.891662,4.522653,0.5875,0.325,0.0625,0.0125,0.0125,0.0875,0.615385,0.288462,0.230769,0.057692,0.288462
BIG,10.037037,1.212528,2.125358,0.899916,1.796296,0.178967,0.293358,0.388889,0.285714,0.428571,0.285714,4.941822,3.243071,0.587629,0.309278,0.041237,0.020619,0.041237,0.154639,0.907407,0.222222,0.277778,0.037037,0.203704
BIG,10.2,1.291139,1.822087,0.936754,1.68,0.164706,0.266667,0.24,0.25,0.25,0.5,4.090727,3.068046,0.547619,0.345238,0.059524,0.035714,0.011905,0.047619,0.72,0.36,0.36,0.08,0.46
BIG,10.403846,1.226757,2.404,0.906366,1.846154,0.177449,0.284658,0.346154,0.333333,0.222222,0.444444,5.157771,3.438514,0.614583,0.208333,0.145833,0.020833,0.010417,0.114583,0.75,0.307692,0.442308,0.096154,0.192308
BIG,9.931034,1.277162,2.188229,0.941172,1.931034,0.194444,0.28125,0.431034,0.28,0.4,0.32,5.538427,4.072373,0.651786,0.285714,0.044643,0,0.017857,0.125,0.706897,0.465517,0.327586,0.051724,0.172414
BIG,10.293103,1.251572,1.947665,0.935905,2.034483,0.197655,0.333333,0.448276,0.307692,0.230769,0.461538,5.031223,3.270295,0.533898,0.279661,0.152542,0.033898,0,0.127119,0.689655,0.362069,0.534483,0.086207,0.241379
BIG,10.732143,1.236626,2.191632,0.924151,2.267857,0.211314,0.322795,0.392857,0.363636,0.181818,0.454545,4.760939,3.273145,0.606299,0.283465,0.086614,0.023622,0,0.086614,0.946429,0.339286,0.589286,0.196429,0.232143
BIG,10.62069,1.229541,2.354948,0.929097,1.827586,0.172078,0.301948,0.517241,0.233333,0.333333,0.433333,5.827709,3.88514,0.490566,0.349057,0.09434,0.04717,0.018868,0.141509,0.672414,0.275862,0.362069,0.086207,0.327586
BIG,10.612903,1.246212,2.471481,0.927198,1.790323,0.168693,0.264438,0.370968,0.217391,0.217391,0.565217,6.831728,4.134993,0.585586,0.279279,0.117117,0.018018,0,0.162162,0.758065,0.370968,0.290323,0.080645,0.403226
BIG,9.47619,1.233471,2.718877,0.923772,1.634921,0.172529,0.259631,0.428571,0.444444,0.296296,0.259259,5.155727,3.866795,0.601942,0.320388,0.048544,0.029126,0,0.135922,0.492063,0.380952,0.333333,0.063492,0.269841
BIG,9.918033,1.247423,2.438053,0.943104,1.704918,0.171901,0.25124,0.491803,0.333333,0.233333,0.433333,4.177718,3.686222,0.576923,0.384615,0.038462,0,0,0.096154,0.491803,0.377049,0.344262,0.04918,0.180328
BIG,11.266667,1.305019,2.400463,0.929165,1.566667,0.139053,0.207101,0.433333,0.230769,0.269231,0.5,5.254459,3.415398,0.595745,0.340426,0.042553,0.021277,0,0.12766,0.65,0.183333,0.3,0.116667,0.116667
BIG,13.410714,1.241322,3.010558,0.911372,2.803571,0.209055,0.315579,0.357143,0.25,0.1,0.65,4.052423,3.684021,0.605096,0.305732,0.070064,0.012739,0.006369,0.089172,1.321429,0.517857,0.607143,0.232143,0.410714
BIG,11.553571,1.266145,2.17058,0.934676,1.642857,0.142195,0.219474,0.392857,0.227273,0.272727,0.5,5.089518,3.861014,0.554348,0.391304,0.032609,0.01087,0.01087,0.097826,0.607143,0.285714,0.357143,0.071429,0.071429
BIG,10.716667,1.220114,2.0824,0.92078,1.616667,0.150855,0.239502,0.383333,0.304348,0.217391,0.478261,5.421277,3.463594,0.525773,0.381443,0.072165,0.020619,0,0.072165,0.6,0.2,0.433333,0.1,0.133333
BIG,11.084746,1.208872,2.738849,0.884872,1.983051,0.178899,0.295107,0.338983,0.35,0.45,0.2,4.50851,3.468085,0.615385,0.205128,0.094017,0.08547,0,0.119658,0.881356,0.305085,0.457627,0.152542,0.288136
BIG,10.246377,1.299632,2.428131,0.932951,2.057971,0.200849,0.305516,0.463768,0.25,0.34375,0.40625,4.639843,3.227717,0.633803,0.253521,0.084507,0.014085,0.014085,0.091549,0.73913,0.391304,0.463768,0.086957,0.101449
IceCube,9.403509,1.185841,2.864542,0.906098,1.245614,0.132463,0.166045,0.385965,0.318182,0.454545,0.227273,5.449592,4.134174,0.788732,0.169014,0.042254,0,0,0.267606,0.473684,0.175439,0.210526,0.070175,0.140351
IceCube,9.770833,1.163772,1.698524,0.903241,1.166667,0.119403,0.153518,0.395833,0.368421,0.210526,0.421053,5.201268,4.492004,0.803571,0.142857,0.017857,0.035714,0,0.285714,0.4375,0.166667,0.166667,0.041667,0.083333
IceCube,10.035714,1.219089,1.841625,0.937501,1.25,0.124555,0.16726,0.517857,0.206897,0.275862,0.517241,5.165626,4.161199,0.7,0.257143,0.042857,0,0,0.257143,0.375,0.089286,0.267857,0.017857,0.125
IceCube,10.755102,1.155702,2.453907,0.942532,1.367347,0.127135,0.187856,0.428571,0.333333,0.190476,0.47619,6.058087,4.103865,0.626866,0.298507,0.044776,0.029851,0,0.164179,0.469388,0.142857,0.326531,0,0.183673
IceCube,10.888889,1.166667,1.878121,0.890656,1.222222,0.112245,0.144315,0.47619,0.333333,0.266667,0.4,6.339618,4.528298,0.779221,0.155844,0.064935,0,0,0.25974,0.238095,0.15873,0.349206,0.063492,0.063492
IceCube,10.384615,1.173913,2.158648,0.906278,1.153846,0.111111,0.177778,0.442308,0.347826,0.26087,0.391304,6.011587,3.950472,0.616667,0.233333,0.083333,0.066667,0,0.233333,0.269231,0.153846,0.288462,0.038462,0.076923
IceCube,10.458333,1.203837,2.040816,0.899392,1.0625,0.101594,0.155378,0.479167,0.434783,0.26087,0.304348,6.004887,3.732767,0.666667,0.254902,0.058824,0,0.019608,0.196078,0.291667,0.1875,0.104167,0,0.083333
IceCube,9.4375,1.234332,2.100657,0.932746,1.25,0.13245,0.189845,0.354167,0.294118,0.235294,0.470588,6.848285,3.880695,0.683333,0.233333,0.05,0.033333,0,0.133333,0.5,0.1875,0.208333,0.0625,0.125
IceCube,9.7,1.199647,2.416314,0.859547,1.3,0.134021,0.212077,0.485714,0.382353,0.294118,0.323529,6.333227,4.140956,0.516484,0.395604,0.076923,0.010989,0,0.120879,0.314286,0.242857,0.257143,0.071429,0.171429
IceCube,9.630435,1.19407,2.249238,0.903209,1.152174,0.119639,0.158014,0.456522,0.190476,0.428571,0.380952,6.312144,4.016819,0.735849,0.207547,0.056604,0,0,0.132075,0.326087,0.130435,0.23913,0,0.108696
IceCube,9.966667,1.261603,2.330713,0.930831,1.25,0.125418,0.207358,0.516667,0.322581,0.419355,0.258065,7.016706,4.62804,0.52,0.386667,0.053333,0.013333,0.026667,0.146667,0.283333,0.1,0.35,0.033333,0.166667
IceCube,10.351852,1.197002,1.796678,0.900917,1.388889,0.134168,0.200358,0.444444,0.208333,0.25,0.541667,5.276734,4.085214,0.666667,0.253333,0.04,0,0.04,0.2,0.444444,0.12963,0.37037,0.018519,0.092593
IceCube,9.835165,1.206199,2.0124,0.928083,1.153846,0.117318,0.169832,0.483516,0.204545,0.227273,0.568182,6.212793,4.141862,0.685714,0.228571,0.057143,0.019048,0.009524,0.219048,0.285714,0.153846,0.230769,0,0.054945
IceCube,8.85,1.264286,2.885741,0.948066,0.983333,0.111111,0.148776,0.466667,0.678571,0.178571,0.142857,6.461761,4.307841,0.677966,0.305085,0.016949,0,0,0.305085,0.216667,0.15,0.15,0.016667,0.05
IceCube,10.733333,1.267717,2.358436,0.918496,1.333333,0.124224,0.167702,0.533333,0.46875,0.15625,0.375,6.501948,4.523094,0.725,0.2375,0.0125,0.0125,0.0125,0.2125,0.266667,0.066667,0.466667,0.05,0.05
IceCube,9.560606,1.227626,2.323326,0.924676,0.954545,0.099842,0.144216,0.515152,0.588235,0.205882,0.205882,5.954578,4.049113,0.650794,0.285714,0.047619,0,0.015873,0.238095,0.227273,0.060606,0.151515,0,0.045455
IceCube,10.03125,1.222857,2.128444,0.936678,1.421875,0.141745,0.211838,0.515625,0.363636,0.090909,0.545455,5.847326,4.020037,0.582418,0.351648,0.054945,0.010989,0,0.120879,0.28125,0.21875,0.40625,0.03125,0.171875
IceCube,10.2,1.241573,2.824072,0.920602,1.276923,0.125189,0.20362,0.476923,0.516129,0.225806,0.258065,6.886207,4.105239,0.554217,0.361446,0.048193,0.024096,0.012048,0.180723,0.415385,0.2,0.184615,0.107692,0.230769
IceCube,9.888889,1.158351,2.199888,0.922635,1.166667,0.117978,0.155431,0.425926,0.478261,0.347826,0.173913,5.790948,4.29651,0.714286,0.269841,0,0.015873,0,0.222222,0.333333,0.12963,0.277778,0.037037,0.185185
IceCube,9.869565,1.240437,2.550436,0.944788,1.304348,0.132159,0.182819,0.543478,0.36,0.32,0.32,6.208111,3.88007,0.683333,0.25,0.066667,0,0,0.183333,0.347826,0.108696,0.304348,0.043478,0.152174
IceCube,10.057692,1.266344,2.307292,0.917053,1.269231,0.126195,0.17782,0.576923,0.333333,0.266667,0.4,5.582578,3.640812,0.666667,0.272727,0.045455,0.015152,0,0.090909,0.25,0.134615,0.307692,0.057692,0.173077
IceCube,9.839286,1.327711,2.351115,0.930605,1.142857,0.116152,0.15608,0.571429,0.4375,0.15625,0.40625,6.367426,4.527947,0.71875,0.234375,0.03125,0.015625,0,0.25,0.25,0.125,0.196429,0.017857,0.125
IceCube,9.612903,1.231405,2.391887,0.966906,1.274194,0.13255,0.182886,0.419355,0.576923,0.153846,0.269231,5.61802,3.477822,0.708861,0.202532,0.088608,0,0,0.101266,0.451613,0.209677,0.193548,0.032258,0.193548
IceCube,9.533333,1.259912,3.30387,0.945562,0.95,0.09965,0.153846,0.433333,0.576923,0.269231,0.153846,6.074494,3.67295,0.596491,0.298246,0.087719,0,0.017544,0.210526,0.3,0.1,0.116667,0.033333,0
IceCube,8.631579,1.177033,2.482441,0.918377,0.947368,0.109756,0.152439,0.54386,0.580645,0.258065,0.16129,5.489574,3.867655,0.666667,0.277778,0.055556,0,0,0.203704,0.122807,0.157895,0.122807,0,0
IceCube,8.746032,1.224444,2.550868,0.928121,1.063492,0.121597,0.157895,0.555556,0.571429,0.285714,0.142857,6.535432,4.574802,0.761194,0.179104,0.059701,0,0,0.223881,0.206349,0.142857,0.15873,0,0.063492
IceCube,9.615385,1.24533,2.427042,0.94866,1.201923,0.125,0.193,0.490385,0.352941,0.196078,0.45098,5.210521,3.796237,0.656,0.232,0.056,0.024,0.032,0.104,0.307692,0.182692,0.221154,0.028846,0.173077
LLCoolJ,10.848485,1.280859,1.469306,0.932809,1.212121,0.111732,0.125698,0.484848,0.34375,0.09375,0.5625,4.460509,4.198126,0.9125,0.0625,0.0125,0.0125,0,0.1375,0.409091,0.19697,0.121212,0.045455,0.045455
